Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Cruzeiro Esporte Clube,1,1,0,0,1,0,1,3,1
Chapecoense,1,0,1,0,3,0,3,1,2
Sport Club Recife,1,0,1,0,2,0,2,1,3
Ituano - SP,1,0,1,0,2,1,1,1,4
Criciuma Esporte Clube,1,0,1,0,1,0,1,1,5
Sampaio Correa FC,1,0,1,0,1,0,1,1,6
Ponte Preta,1,0,1,0,1,1,0,1,7
Tombense - MG,1,0,1,0,1,1,0,1,8
Brusque - SC,1,0,1,0,0,0,0,1,9
Vasco da Gama,1,0,1,0,0,0,0,1,10
Esporte Clube Bahia,1,0,1,0,0,0,0,1,11
Londrina Esporte Clube,1,0,1,0,0,0,0,1,12
Vila Nova FC GO,1,0,1,0,0,0,0,1,13
Gremio Porto Alegre,1,0,1,0,0,0,0,1,14
Guarani FC,1,0,1,0,0,0,0,1,15
Centro Sportivo Alagoano,1,0,1,0,0,0,0,1,16
Operario Ferroviario ,1,0,1,0,1,2,-1,1,17
Gremio Novorizontino,1,0,1,0,0,1,-1,1,18
Clube de Regatas Brasil,1,0,1,0,0,2,-2,1,19
Clube Nautico,1,0,0,1,1,1,0,0,20
Vasco da Gama,2,1,1,0,2,0,2,4,1
Cruzeiro Esporte Clube,2,1,1,0,2,2,0,4,2
Brusque - SC,2,0,2,0,0,0,0,2,3
Gremio Porto Alegre,2,0,2,0,0,0,0,2,4
Esporte Clube Bahia,2,0,2,0,1,2,-1,2,5
Sport Club Recife,2,0,1,1,4,1,3,1,6
Criciuma Esporte Clube,2,0,1,1,3,0,3,1,7
Chapecoense,2,0,1,1,3,2,1,1,8
Sampaio Correa FC,2,0,1,1,3,2,1,1,9
Londrina Esporte Clube,2,0,1,1,0,0,0,1,10
Guarani FC,2,0,1,1,0,0,0,1,11
Tombense - MG,2,0,1,1,3,4,-1,1,12
Ituano - SP,2,0,1,1,3,4,-1,1,13
Gremio Novorizontino,2,0,1,1,1,2,-1,1,14
Operario Ferroviario ,2,0,1,1,2,4,-2,1,15
Ponte Preta,2,0,1,1,1,3,-2,1,16
Clube de Regatas Brasil,2,0,1,1,0,2,-2,1,17
Centro Sportivo Alagoano,2,0,1,1,0,2,-2,1,18
Vila Nova FC GO,2,0,1,1,0,4,-4,1,19
Clube Nautico,2,0,0,2,1,3,-2,0,20
