Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Middlesbrough,1,1,0,0,2,0,2,3,1
Sheffield United,1,1,0,0,1,0,1,3,2
Burnley,1,1,0,0,0,0,0,3,3
Coventry City,1,0,1,0,3,0,3,1,4
Bristol City,1,0,1,0,3,1,2,1,5
Reading,1,0,1,0,3,2,1,1,6
Hull City,1,0,1,0,2,1,1,1,7
Rotherham United,1,0,1,0,2,1,1,1,8
Queens Park Rangers,1,0,1,0,2,1,1,1,9
Swansea City,1,0,1,0,2,1,1,1,10
West Bromwich Albion,1,0,1,0,2,1,1,1,11
Huddersfield Town,1,0,1,0,1,0,1,1,12
Cardiff City,1,0,1,0,1,0,1,1,13
Sunderland,1,0,1,0,1,1,0,1,14
Blackpool,1,0,1,0,1,2,-1,1,15
Luton Town,1,0,1,0,1,2,-1,1,16
Preston North End,1,0,1,0,1,2,-1,1,17
Blackburn Rovers,1,0,1,0,0,1,-1,1,18
Wigan Athletic,1,0,1,0,0,1,-1,1,19
Watford,1,0,1,0,0,1,-1,1,20
Norwich City,1,0,1,0,0,1,-1,1,21
Stoke City,1,0,1,0,0,1,-1,1,22
Millwall,1,0,1,0,0,2,-2,1,23
Birmingham City,1,0,1,0,0,3,-3,1,24
Sheffield United,2,2,0,0,3,2,1,6,1
Burnley,2,2,0,0,0,1,-1,6,2
Middlesbrough,2,1,1,0,5,3,2,4,3
Bristol City,2,0,2,0,7,2,5,2,4
Hull City,2,0,2,0,4,2,2,2,5
Queens Park Rangers,2,0,2,0,4,2,2,2,6
Huddersfield Town,2,0,2,0,3,1,2,2,7
Norwich City,2,0,2,0,3,1,2,2,8
Coventry City,2,0,2,0,3,2,1,2,9
Millwall,2,0,2,0,3,3,0,2,10
Reading,2,0,2,0,3,3,0,2,11
Stoke City,2,0,2,0,2,2,0,2,12
West Bromwich Albion,2,0,2,0,2,2,0,2,13
Blackburn Rovers,2,0,2,0,1,1,0,2,14
Cardiff City,2,0,2,0,1,1,0,2,15
Watford,2,0,2,0,1,1,0,2,16
Blackpool,2,0,2,0,2,3,-1,2,17
Rotherham United,2,0,2,0,2,3,-1,2,18
Sunderland,2,0,2,0,1,2,-1,2,19
Preston North End,2,0,2,0,2,4,-2,2,20
Luton Town,2,0,2,0,1,3,-2,2,21
Swansea City,2,0,2,0,2,5,-3,2,22
Birmingham City,2,0,2,0,0,4,-4,2,23
Wigan Athletic,2,0,1,1,0,3,-3,1,24
Sheffield United,3,3,0,0,4,3,1,9,1
Burnley,3,3,0,0,3,2,1,9,2
Middlesbrough,3,2,1,0,8,6,2,7,3
Norwich City,3,1,2,0,4,2,2,5,4
West Bromwich Albion,3,1,2,0,3,4,-1,5,5
Sunderland,3,1,2,0,2,3,-1,5,6
Bristol City,3,0,3,0,10,2,8,3,7
Watford,3,0,3,0,5,1,4,3,8
Hull City,3,0,3,0,5,2,3,3,9
Queens Park Rangers,3,0,3,0,5,2,3,3,10
Coventry City,3,0,3,0,4,2,2,3,11
Huddersfield Town,3,0,3,0,3,2,1,3,12
Stoke City,3,0,3,0,3,2,1,3,13
Swansea City,3,0,3,0,5,5,0,3,14
Reading,3,0,3,0,4,4,0,3,15
Blackburn Rovers,3,0,3,0,2,2,0,3,16
Cardiff City,3,0,3,0,2,2,0,3,17
Rotherham United,3,0,3,0,3,4,-1,3,18
Blackpool,3,0,3,0,4,6,-2,3,19
Millwall,3,0,3,0,4,6,-2,3,20
Luton Town,3,0,3,0,1,3,-2,3,21
Birmingham City,3,0,3,0,0,4,-4,3,22
Preston North End,3,0,3,0,2,7,-5,3,23
Wigan Athletic,3,0,2,1,0,5,-5,2,24
Sheffield United,4,4,0,0,5,3,2,12,1
Burnley,4,4,0,0,4,2,2,12,2
Middlesbrough,4,3,1,0,8,8,0,10,3
Norwich City,4,1,3,0,5,3,2,6,4
Sunderland,4,1,3,0,3,4,-1,6,5
West Bromwich Albion,4,1,3,0,3,5,-2,6,6
Bristol City,4,0,4,0,11,2,9,4,7
Watford,4,0,4,0,8,2,6,4,8
Hull City,4,0,4,0,7,2,5,4,9
Huddersfield Town,4,0,4,0,5,2,3,4,10
Swansea City,4,0,4,0,7,6,1,4,11
Queens Park Rangers,4,0,4,0,5,4,1,4,12
Coventry City,4,0,4,0,4,3,1,4,13
Blackburn Rovers,4,0,4,0,3,2,1,4,14
Cardiff City,4,0,4,0,3,2,1,4,15
Stoke City,4,0,4,0,3,3,0,4,16
Millwall,4,0,4,0,5,6,-1,4,17
Reading,4,0,4,0,4,5,-1,4,18
Rotherham United,4,0,4,0,3,4,-1,4,19
Luton Town,4,0,4,0,1,3,-2,4,20
Blackpool,4,0,4,0,4,9,-5,4,21
Birmingham City,4,0,4,0,1,6,-5,4,22
Preston North End,4,0,4,0,3,9,-6,4,23
Wigan Athletic,4,0,3,1,2,7,-5,3,24
Burnley,5,5,0,0,6,2,4,15,1
Sheffield United,5,4,1,0,6,3,3,13,2
Middlesbrough,5,3,2,0,9,12,-3,11,3
Norwich City,5,1,4,0,7,4,3,7,4
West Bromwich Albion,5,1,4,0,5,5,0,7,5
Millwall,5,1,4,0,6,7,-1,7,6
Sunderland,5,1,4,0,3,6,-3,7,7
Bristol City,5,0,5,0,11,2,9,5,8
Watford,5,0,5,0,9,3,6,5,9
Stoke City,5,0,5,0,7,4,3,5,10
Huddersfield Town,5,0,5,0,6,4,2,5,11
Swansea City,5,0,5,0,8,7,1,5,12
Coventry City,5,0,5,0,5,4,1,5,13
Cardiff City,5,0,5,0,3,2,1,5,14
Blackburn Rovers,5,0,5,0,4,5,-1,5,15
Luton Town,5,0,5,0,2,5,-3,5,16
Blackpool,5,0,5,0,5,10,-5,5,17
Birmingham City,5,0,5,0,1,7,-6,5,18
Hull City,5,0,4,1,8,3,5,4,19
Queens Park Rangers,5,0,4,1,6,5,1,4,20
Reading,5,0,4,1,6,7,-1,4,21
Rotherham United,5,0,4,1,4,5,-1,4,22
Preston North End,5,0,4,1,4,11,-7,4,23
Wigan Athletic,5,0,3,2,4,8,-4,3,24
Burnley,6,6,0,0,8,3,5,18,1
Sheffield United,6,5,1,0,7,3,4,16,2
Middlesbrough,6,3,3,0,13,14,-1,12,3
Norwich City,6,1,5,0,9,6,3,8,4
Millwall,6,1,5,0,8,7,1,8,5
West Bromwich Albion,6,1,5,0,5,5,0,8,6
Sunderland,6,1,5,0,5,6,-1,8,7
Bristol City,6,0,6,0,14,4,10,6,8
Watford,6,0,6,0,11,5,6,6,9
Coventry City,6,0,6,0,9,5,4,6,10
Huddersfield Town,6,0,6,0,8,5,3,6,11
Stoke City,6,0,6,0,9,9,0,6,12
Cardiff City,6,0,6,0,4,4,0,6,13
Swansea City,6,0,6,0,9,10,-1,6,14
Blackburn Rovers,6,0,6,0,5,7,-2,6,15
Blackpool,6,0,6,0,8,11,-3,6,16
Luton Town,6,0,6,0,2,5,-3,6,17
Birmingham City,6,0,6,0,1,9,-8,6,18
Hull City,6,0,5,1,9,3,6,5,19
Rotherham United,6,0,5,1,5,5,0,5,20
Queens Park Rangers,6,0,5,1,6,7,-1,5,21
Reading,6,0,5,1,8,10,-2,5,22
Preston North End,6,0,5,1,4,11,-7,5,23
Wigan Athletic,6,0,3,3,4,8,-4,3,24
Burnley,7,7,0,0,8,4,4,21,1
Sheffield United,7,5,2,0,9,4,5,17,2
Middlesbrough,7,3,4,0,17,15,2,13,3
Millwall,7,2,5,0,9,7,2,11,4
Norwich City,7,1,6,0,12,7,5,9,5
Sunderland,7,1,6,0,8,7,1,9,6
West Bromwich Albion,7,1,6,0,5,6,-1,9,7
Luton Town,7,1,6,0,2,7,-5,9,8
Bristol City,7,0,7,0,18,7,11,7,9
Watford,7,0,7,0,13,6,7,7,10
Coventry City,7,0,7,0,11,6,5,7,11
Huddersfield Town,7,0,7,0,9,7,2,7,12
Swansea City,7,0,7,0,11,11,0,7,13
Blackburn Rovers,7,0,7,0,6,7,-1,7,14
Cardiff City,7,0,7,0,4,5,-1,7,15
Blackpool,7,0,7,0,8,12,-4,7,16
Birmingham City,7,0,7,0,1,12,-11,7,17
Hull City,7,0,6,1,10,3,7,6,18
Stoke City,7,0,6,1,11,10,1,6,19
Rotherham United,7,0,5,2,6,6,0,5,20
Reading,7,0,5,2,9,13,-4,5,21
Queens Park Rangers,7,0,5,2,6,10,-4,5,22
Preston North End,7,0,5,2,5,11,-6,5,23
Wigan Athletic,7,0,3,4,5,11,-6,3,24
Burnley,8,8,0,0,12,4,8,24,1
Sheffield United,8,6,2,0,15,4,11,20,2
Millwall,8,3,5,0,10,7,3,14,3
Middlesbrough,8,3,5,0,19,17,2,14,4
Norwich City,8,1,7,0,12,8,4,10,5
West Bromwich Albion,8,1,7,0,8,7,1,10,6
Sunderland,8,1,7,0,8,8,0,10,7
Luton Town,8,1,7,0,3,7,-4,10,8
Bristol City,8,0,8,0,19,7,12,8,9
Watford,8,0,8,0,15,6,9,8,10
Huddersfield Town,8,0,8,0,10,7,3,8,11
Coventry City,8,0,8,0,12,10,2,8,12
Blackburn Rovers,8,0,8,0,8,7,1,8,13
Swansea City,8,0,8,0,13,13,0,8,14
Cardiff City,8,0,8,0,4,7,-3,8,15
Blackpool,8,0,8,0,8,12,-4,8,16
Birmingham City,8,0,8,0,2,13,-11,8,17
Hull City,8,0,7,1,12,4,8,7,18
Stoke City,8,0,7,1,12,11,1,7,19
Rotherham United,8,0,6,2,7,6,1,6,20
Reading,8,0,6,2,10,14,-4,6,21
Queens Park Rangers,8,0,6,2,6,11,-5,6,22
Preston North End,8,0,6,2,5,12,-7,6,23
Wigan Athletic,8,0,3,5,6,12,-6,3,24
Burnley,9,9,0,0,14,5,9,27,1
Sheffield United,9,7,2,0,16,4,12,23,2
Middlesbrough,9,4,5,0,21,18,3,17,3
Millwall,9,4,5,0,11,8,3,17,4
Norwich City,9,2,7,0,15,8,7,13,5
